Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved
126C,E-reader Display,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,457
126B,Password,Binary search|Dynamic programming|Hashing hashtables|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,binary search|dp|hashing|string suffix structures|strings,2941
126A,Hot Bath,Binary search|Brute force|Mathematics including integration differential equations etc,binary search|brute force|math,870
125E,MST Company,Binary search|Graphs,binary search|graphs,237
125D,Two progressions,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,175
125C,Hobbits' Party,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,525
125B,Simple XML,Implementation problems programming technics simulation,implementation,1011
125A,Measuring Lengths in Baden,Mathematics including integration differential equations etc,math,1327
124B,Permutations,Brute force|Combinatorics|Implementation problems programming technics simulation,brute force|combinatorics|implementation,1540
124A,The number of positions,Mathematics including integration differential equations etc,math,7059
123E,Maze,Dfs and similar|Dynamic programming|Probabilities expected values statistics random variables etc|Trees,dfs and similar|dp|probabilities|trees,152
123D,String,Suffix arrays suffix trees suffix automatas etc,string suffix structures,319
123C,Brackets,Combinatorics|Dynamic programming|Greedy algorithms,combinatorics|dp|greedy,289
123B,Squares,Mathematics including integration differential equations etc,math,649
123A,Prime Permutation,Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|number theory|strings,1324
122B,Lucky Substring,Brute force|Implementation problems programming technics simulation,brute force|implementation,3569
122A,Lucky Division,Brute force|Number theory: Euler function GCD divisibility etc,brute force|number theory,14775
121E,Lucky Array,Heaps binary search trees segment trees hash tables etc,data structures,384
121D,Lucky Segments,Binary search|Implementation problems programming technics simulation|Two pointers,binary search|implementation|two pointers,152
121C,Lucky Permutation,Brute force|Combinatorics|Number theory: Euler function GCD divisibility etc,brute force|combinatorics|number theory,755
121B,Lucky Transformation,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,1408
121A,Lucky Sum,Implementation problems programming technics simulation,implementation,2555
120J,Minimum Sum,Divide and Conquer|Geometry computational geometry|Sortings orderings,divide and conquer|geometry|sortings,490
120I,Luck is in Numbers,Greedy algorithms,greedy,227
120H,Brevity is Soul of Wit,Graph matchings König's theorem vertex cover of bipartite graph,graph matchings,609
120G,Boom,Implementation problems programming technics simulation,implementation,539
120F,Spiders,Dynamic programming|Greedy algorithms|Trees,dp|greedy|trees,1463
120E,Put Knight!,Games Sprague–Grundy theorem,games,1503
120D,Three Sons,Brute force,brute force,1296
120C,Winnie-the-Pooh and honey,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1878
120B,Quiz League,Implementation problems programming technics simulation,implementation,1829
120A,Elevator,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,2193
119E,Alternative Reality,Geometry computational geometry,geometry,44
119D,String Transformation,Hashing hashtables|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,hashing|strings,189
119C,Education Reform,Dynamic programming,dp,520
119B,Before Exam,Constructive algorithms|Implementation problems programming technics simulation|Sortings orderings,constructive algorithms|implementation|sortings,750
119A,Epic Game,Implementation problems programming technics simulation,implementation,10922
118E,Bertown roads,Dfs and similar|Graphs,dfs and similar|graphs,664
118D,Caesar's Legions,Dynamic programming,dp,3024
118C,Fancy Number,Brute force|Greedy algorithms|Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|greedy|sortings|strings,1072
118B,Present from Lena,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,6981
118A,String Task,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,24944
117E,Tree or not Tree,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Implementation problems programming technics simulation|Trees,data structures|divide and conquer|implementation|trees,84
117D,Not Quick Transformation,Divide and Conquer|Mathematics including integration differential equations etc,divide and conquer|math,229
117C,Cycle,Dfs and similar|Graphs,dfs and similar|graphs,1149
117B,Very Interesting Game,Brute force|Number theory: Euler function GCD divisibility etc,brute force|number theory,1017
117A,Elevator,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1522
116B,Little Pigs and Wolves,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3921
116A,Tram,Implementation problems programming technics simulation,implementation,16906
115E,Linear Kingdom Races,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,312
115D,Unambiguous Arithmetic Expression,Dynamic programming|Parsing expression grammar,dp|expression parsing,126
115C,Plumber,Mathematics including integration differential equations etc,math,441
115B,Lawnmower,Greedy algorithms|Sortings orderings,greedy|sortings,1480
115A,Party,Dfs and similar|Graphs|Trees,dfs and similar|graphs|trees,5726
114B,PFAST Inc.,Bitmasks|Brute force,bitmasks|brute force,1258
114A,Cifera,Mathematics including integration differential equations etc,math,4967
113E,Sleeping,Combinatorics|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,combinatorics|implementation|math,45
113D,Museum,Matrix multiplication determinant Cramer's rule systems of linear equations|Probabilities expected values statistics random variables etc,matrices|probabilities,196
113C,Double Happiness,Brute force|Number theory: Euler function GCD divisibility etc,brute force|number theory,521
113B,Petr#,Brute force|Heaps binary search trees segment trees hash tables etc|Hashing hashtables|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|data structures|hashing|strings,972
113A,Grammar Lessons,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,1177
112B,Petya and Square,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,2227
112A,Petya and Strings,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,17587
111E,Petya and Rectangle,,,24
111D,Petya and Coloring,Combinatorics|Dynamic programming,combinatorics|dp,259
111C,Petya and Spiders,Bitmasks|Dynamic programming|Disjoint set union,bitmasks|dp|dsu,614
111B,Petya and Divisors,Binary search|Heaps binary search trees segment trees hash tables etc|Number theory: Euler function GCD divisibility etc,binary search|data structures|number theory,1384
111A,Petya and Inequiations,Greedy algorithms,greedy,2263
110B,Lucky String,Constructive algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,constructive algorithms|strings,3088
110A,Nearly Lucky Number,Implementation problems programming technics simulation,implementation,12949
109E,Lucky Interval,Brute force|Mathematics including integration differential equations etc,brute force|math,38
109D,Lucky Sorting,Constructive algorithms|Sortings orderings,constructive algorithms|sortings,369
109C,Lucky Tree,Dynamic programming|Disjoint set union|Trees,dp|dsu|trees,963
109B,Lucky Probability,Brute force|Probabilities expected values statistics random variables etc,brute force|probabilities,739
109A,Lucky Sum of Digits,Brute force|Implementation problems programming technics simulation,brute force|implementation,4160
108B,Datatypes,Mathematics including integration differential equations etc|Sortings orderings,math|sortings,1271
108A,Palindromic Times,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,3401
107E,Darts,Geometry computational geometry|Probabilities expected values statistics random variables etc,geometry|probabilities,61
107D,Crime Management,Dynamic programming|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|matrices,195
107C,Arrangement,Bitmasks|Dynamic programming,bitmasks|dp,199
107B,Basketball Team,Combinatorics|Dynamic programming|Probabilities expected values statistics random variables etc,combinatorics|dp|probabilities,1268
107A,Dorm Water Supply,Dfs and similar|Graphs,dfs and similar|graphs,1773
106E,Space Rescuers,Geometry computational geometry|Ternary search,geometry|ternary search,351
106D,Treasure Island,Brute force|Implementation problems programming technics simulation,brute force|implementation,672
106C,Buns,Сhinese remainder theorem|Geometry computational geometry,chinese remainder theorem|geometry,1514
106B,Choosing Laptop,Brute force|Implementation problems programming technics simulation,brute force|implementation,2463
106A,Card Game,Implementation problems programming technics simulation,implementation,3087
105E,Lift and Throw,Brute force,brute force,119
105D,Entertaining Geodetics,Brute force|Disjoint set union|Implementation problems programming technics simulation,brute force|dsu|implementation,84
105C,Item World,Brute force|Implementation problems programming technics simulation|Sortings orderings,brute force|implementation|sortings,193
105B,Dark Assembly,Brute force|Probabilities expected values statistics random variables etc,brute force|probabilities,593
105A,Transmigration,Implementation problems programming technics simulation,implementation,1121
104A,Blackjack,Implementation problems programming technics simulation,implementation,3774
103E,Buying Sets,Graph network flows|Graph matchings König's theorem vertex cover of bipartite graph,flows|graph matchings,183
103D,Time to Raid Cowavans,Brute force|Heaps binary search trees segment trees hash tables etc|Sortings orderings,brute force|data structures|sortings,620
103C,Russian Roulette,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,573
103B,Cthulhu,Dfs and similar|Disjoint set union|Graphs,dfs and similar|dsu|graphs,2772
103A,Testing Pants for Sadness,Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,greedy|implementation|math,2671
102B,Sum of Digits,Implementation problems programming technics simulation,implementation,3039
102A,Clothes,Brute force,brute force,1496
101E,Candies and Stones,Divide and Conquer|Dynamic programming,divide and conquer|dp,192
101D,Castle,Dynamic programming|Greedy algorithms|Probabilities expected values statistics random variables etc|Sortings orderings|Trees,dp|greedy|probabilities|sortings|trees,228
101C,Vectors,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,397
101B,Buses,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming,binary search|data structures|dp,802
101A,Homework,Greedy algorithms,greedy,1716
100J,Interval Coloring,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,22
100I,Rotation,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,144
100H,Battleship,Dfs and similar|Implementation problems programming technics simulation,dfs and similar|implementation,38
100G,Name the album,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,58
100F,Polynom,Implementation problems programming technics simulation,implementation,81
100E,Lamps in a Line,Mathematics including integration differential equations etc,math,104
100D,World of Mouth,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,153
100C,A+B,Implementation problems programming technics simulation,implementation,250
100B,Friendly Numbers,Implementation problems programming technics simulation,implementation,172
100A,Carpeting the Room,Implementation problems programming technics simulation,implementation,277
99B,Help Chef Gerasim,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,1264
99A,Help Far Away Kingdom,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,2738
98E,Help Shrek and Donkey,Dynamic programming|Games Sprague–Grundy theorem|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,dp|games|math|probabilities,56
98D,Help Monks,Constructive algorithms,constructive algorithms,118
98C,Help Greg the Dwarf,Geometry computational geometry|Ternary search,geometry|ternary search,179
98B,Help King,Implementation problems programming technics simulation|Probabilities expected values statistics random variables etc|Trees,implementation|probabilities|trees,35
98A,Help Victoria the Wise,Brute force|Implementation problems programming technics simulation,brute force|implementation,718
97E,Leaders,Dfs and similar|Disjoint set union|Graphs|Trees,dfs and similar|dsu|graphs|trees,56
97D,Robot in Basement,Bitmasks|Brute force|Implementation problems programming technics simulation,bitmasks|brute force|implementation,75
97C,Winning Strategy,Binary search|Graphs|Mathematics including integration differential equations etc|Shortest paths on weighted and unweighted graphs,binary search|graphs|math|shortest paths,147
97B,Superset,Constructive algorithms|Divide and Conquer,constructive algorithms|divide and conquer,253
97A,Domino,Brute force|Implementation problems programming technics simulation,brute force|implementation,158
96B,Lucky Numbers (easy),Binary search|Bitmasks|Brute force,binary search|bitmasks|brute force,2751
96A,Football,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,18160
95E,Lucky Country,Dynamic programming|Disjoint set union|Graphs,dp|dsu|graphs,349
95D,Horse Races,Dynamic programming|Mathematics including integration differential equations etc,dp|math,169
95C,Volleyball,Shortest paths on weighted and unweighted graphs,shortest paths,980
95B,Lucky Numbers,Dynamic programming|Greedy algorithms,dp|greedy,548
95A,Hockey,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,973
94B,Friends,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1636
94A,Restoring Password,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,3922
93E,Lostborn,Dynamic programming|Mathematics including integration differential equations etc,dp|math,222
93D,Flags,Dynamic programming|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|math|matrices,199
93C,Azembler,Brute force|Implementation problems programming technics simulation,brute force|implementation,163
93B,End of Exams,Greedy algorithms,greedy,524
93A,Frames,Implementation problems programming technics simulation,implementation,1231
92B,Binary Number,Greedy algorithms,greedy,2123
92A,Chips,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,5329
91E,Igloo Skyscraper,Heaps binary search trees segment trees hash tables etc|Geometry computational geometry,data structures|geometry,258
91D,Grocer's Problem,Constructive algorithms|Graphs|Greedy algorithms,constructive algorithms|graphs|greedy,170
91C,Ski Base,Combinatorics|Disjoint set union|Graphs,combinatorics|dsu|graphs,461
91B,Queue,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,1705
91A,Newspaper Headline,Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,greedy|strings,1430
90B,African Crossword,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,1718
90A,Cableway,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,1902
89E,Fire and Ice,Greedy algorithms,greedy,29
89D,Space mines,Geometry computational geometry,geometry,169
89C,Chip Play,Brute force|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,brute force|data structures|implementation,357
89B,Widget Library,Dynamic programming|Parsing expression grammar|Graphs|Implementation problems programming technics simulation,dp|expression parsing|graphs|implementation,335
89A,Robbery,Greedy algorithms,greedy,954
88B,Keyboard,Implementation problems programming technics simulation,implementation,713
88A,Chord,Brute force|Implementation problems programming technics simulation,brute force|implementation,1734
87E,Mogohu-Rea Idol,Geometry computational geometry,geometry,88
87D,Beautiful Road,Dfs and similar|Dynamic programming|Disjoint set union|Implementation problems programming technics simulation|Sortings orderings|Trees,dfs and similar|dp|dsu|implementation|sortings|trees,329
87C,Interesting Game,Dynamic programming|Games Sprague–Grundy theorem,dp|games,684
87B,Vasya and Types,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,636
87A,Trains,Mathematics including integration differential equations etc,math,1483
86E,Long sequence,Brute force|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,brute force|math|matrices,119
86D,Powerful array,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Two pointers,data structures|implementation|math|two pointers,1678
86C,Genetic engineering,Dynamic programming|Suffix arrays suffix trees suffix automatas etc|Trees,dp|string suffix structures|trees,248
86B,Tetris revisited,Constructive algorithms|Graph matchings König's theorem vertex cover of bipartite graph|Greedy algorithms|Mathematics including integration differential equations etc,constructive algorithms|graph matchings|greedy|math,229
86A,Reflection,Mathematics including integration differential equations etc,math,649
85E,Guard Towers,Binary search|Disjoint set union|Geometry computational geometry|Graphs|Sortings orderings,binary search|dsu|geometry|graphs|sortings,256
85D,Sum of Medians,Binary search|Brute force|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,binary search|brute force|data structures|implementation,718
85C,Petya and Tree,Binary search|Dfs and similar|Probabilities expected values statistics random variables etc|Sortings orderings|Trees,binary search|dfs and similar|probabilities|sortings|trees,394
85B,Embassy Queue,Heaps binary search trees segment trees hash tables etc,data structures,750
85A,Domino,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,1254
84C,Biathlon,Binary search|Implementation problems programming technics simulation,binary search|implementation,680
84A,Toy Army,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,5044
83E,Two Subsequences,Bitmasks|Dynamic programming,bitmasks|dp,178
83D,Numbers,Dynamic programming|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,dp|math|number theory,345
83C,Track,Graphs|Greedy algorithms|Shortest paths on weighted and unweighted graphs,graphs|greedy|shortest paths,248
83B,Doctor,Binary search|Mathematics including integration differential equations etc|Sortings orderings,binary search|math|sortings,884
83A,Magical Array,Mathematics including integration differential equations etc,math,2354
82E,Corridor,Geometry computational geometry,geometry,153
82D,Two out of Three,Dynamic programming,dp,708
82C,General Mobilization,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Sortings orderings,data structures|dfs and similar|sortings,624
82B,Sets,Constructive algorithms|Hashing hashtables|Implementation problems programming technics simulation,constructive algorithms|hashing|implementation,1282
82A,Double Cola,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,11713
81E,Pairs,Dfs and similar|Dynamic programming|Disjoint set union|Graphs|Implementation problems programming technics simulation|Trees,dfs and similar|dp|dsu|graphs|implementation|trees,128
81D,Polycarp's Picture Gallery,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,478
81C,Average Score,Mathematics including integration differential equations etc|Sortings orderings,math|sortings,1048
81B,Sequence Formatting,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,1277
81A,Plug-in,Implementation problems programming technics simulation,implementation,3388
80B,Depression,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,2143
80A,Panoramix's Prediction,Brute force,brute force,4682
79E,Security System,Mathematics including integration differential equations etc,math,33
79D,Password,Bitmasks|Dynamic programming|Shortest paths on weighted and unweighted graphs,bitmasks|dp|shortest paths,232
79C,Beaver,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Greedy algorithms|Hashing hashtables|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc|Two pointers,data structures|dp|greedy|hashing|strings|two pointers,891
79B,Colorful Field,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,1404
79A,Bus Game,Greedy algorithms,greedy,1911
78E,Evacuation,Graph network flows|Graphs|Shortest paths on weighted and unweighted graphs,flows|graphs|shortest paths,188
78D,Archer's Shot,Binary search|Geometry computational geometry|Mathematics including integration differential equations etc|Two pointers,binary search|geometry|math|two pointers,153
78C,Beaver Game,Dynamic programming|Games Sprague–Grundy theorem|Number theory: Euler function GCD divisibility etc,dp|games|number theory,721
78B,Easter Eggs,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,1914
78A,Haiku,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,3185
77E,Martian Food,Geometry computational geometry,geometry,159
77D,Domino Carpet,Dynamic programming|Implementation problems programming technics simulation,dp|implementation,183
77C,Beavermuncher-0xFF,Dfs and similar|Dynamic programming|Disjoint set union|Greedy algorithms|Trees,dfs and similar|dp|dsu|greedy|trees,518
77B,Falling Anvils,Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,math|probabilities,1121
77A,Heroes,Brute force|Implementation problems programming technics simulation,brute force|implementation,1042
76F,Tourist,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming,binary search|data structures|dp,294
76E,Points,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,843
76D,Plus and xor,Dynamic programming|Greedy algorithms|Mathematics including integration differential equations etc,dp|greedy|math,707
76C,Mutation,Bitmasks|Dynamic programming|Mathematics including integration differential equations etc,bitmasks|dp|math,66
76B,Mice,Greedy algorithms|Two pointers,greedy|two pointers,236
76A,Gift,Disjoint set union|Graphs|Sortings orderings|Trees,dsu|graphs|sortings|trees,350
75E,Ship's Shortest Path,Geometry computational geometry|Shortest paths on weighted and unweighted graphs,geometry|shortest paths,167
75D,Big Maximum Sum,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Trees,data structures|dp|greedy|implementation|math|trees,564
75C,Modified GCD,Binary search|Number theory: Euler function GCD divisibility etc,binary search|number theory,1552
75B,Facetook Priority Wall,Parsing expression grammar|Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,expression parsing|implementation|strings,1055
75A,Life Without Zeros,Implementation problems programming technics simulation,implementation,4986
74E,Shift It!,Constructive algorithms,constructive algorithms,46
74D,Hanger,Heaps binary search trees segment trees hash tables etc,data structures,217
74C,Chessboard Billiard,Dfs and similar|Disjoint set union|Graphs|Number theory: Euler function GCD divisibility etc,dfs and similar|dsu|graphs|number theory,501
74B,Train,Dynamic programming|Games Sprague–Grundy theorem|Greedy algorithms,dp|games|greedy,935
74A,Room Leader,Implementation problems programming technics simulation,implementation,2598
73F,Plane of Tanks,Brute force|Geometry computational geometry,brute force|geometry,30
73E,Morrowindows,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,151
73D,FreeDiv,Dfs and similar|Graphs|Greedy algorithms,dfs and similar|graphs|greedy,279
73C,LionAge II,Dynamic programming,dp,701
73B,Need For Brake,Binary search|Greedy algorithms|Sortings orderings,binary search|greedy|sortings,316
73A,The Elder Trolls IV: Oblivon,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,825
72I,Goofy Numbers,Implementation problems programming technics simulation,implementation,192
72H,Reverse It!,Implementation problems programming technics simulation,implementation,156
72G,Fibonacci army,Dynamic programming,dp,264
72F,Oil,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,62
72E,Ali goes shopping,Brute force|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|strings,95
72D,Perse-script,Parsing expression grammar,expression parsing,33
72C,Extraordinarily Nice Numbers,Mathematics including integration differential equations etc,math,235
72B,INI-file,Implementation problems programming technics simulation,implementation,28
72A,Goshtasp Vishtasp and Eidi,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,91
71E,Nuclear Fusion,Bitmasks|Dynamic programming,bitmasks|dp,242
71D,Solitaire,Brute force|Implementation problems programming technics simulation,brute force|implementation,218
71C,Round Table Knights,Dynamic programming|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,dp|math|number theory,1521
71B,Progress Bar,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1969
71A,Way Too Long Words,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,30136
70E,Information Reform,Dynamic programming|Implementation problems programming technics simulation|Trees,dp|implementation|trees,163
70D,Professor's task,Heaps binary search trees segment trees hash tables etc|Geometry computational geometry,data structures|geometry,221
70C,Lucky Tickets,Binary search|Heaps binary search trees segment trees hash tables etc|Sortings orderings|Two pointers,binary search|data structures|sortings|two pointers,353
70B,Text Messaging,Parsing expression grammar|Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,expression parsing|greedy|strings,1040
70A,Cookies,Mathematics including integration differential equations etc,math,1971
69E,Subsegments,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,1068
69D,Dot,Dynamic programming|Games Sprague–Grundy theorem,dp|games,415
69C,Game,Implementation problems programming technics simulation,implementation,376
69B,Bets,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1457
69A,Young Physicist,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,12228
68E,Contact,Geometry computational geometry,geometry,23
68D,Half-decay tree,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Dynamic programming|Probabilities expected values statistics random variables etc,data structures|divide and conquer|dp|probabilities,200
68C,Synchrophasotron,Brute force,brute force,228
68B,Energy exchange,Binary search,binary search,1104
68A,Irrational problem,Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc,implementation|number theory,2234
67E,Save the City!,Geometry computational geometry,geometry,172
67D,Optical Experiment,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming,binary search|data structures|dp,596
67C,Sequence of Balls,Dynamic programming,dp,224
67B,Restoration of the Permutation,Greedy algorithms,greedy,484
67A,Partial Teacher,Dynamic programming|Graphs|Greedy algorithms|Implementation problems programming technics simulation,dp|graphs|greedy|implementation,989
66E,Petya and Post,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,355
66D,Petya and His Friends,Constructive algorithms|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,constructive algorithms|math|number theory,1184
66C,Petya and File System,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,573
66B,Petya and Countryside,Brute force|Implementation problems programming technics simulation,brute force|implementation,2850
66A,Petya and Java,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,2633
65E,Harry Potter and Moving Staircases,Dfs and similar|Implementation problems programming technics simulation,dfs and similar|implementation,26
65D,Harry Potter and the Sorting Hat,Brute force|Dfs and similar|Hashing hashtables,brute force|dfs and similar|hashing,255
65C,Harry Potter and the Golden Snitch,Binary search|Geometry computational geometry,binary search|geometry,455
65B,Harry Potter and the History of Magic,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,856
65A,Harry Potter and Three Spells,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,984
64I,Sort the Table,Sortings orderings,sortings,39
64H,Table Bowling,Sortings orderings,sortings,54
64G,Path Canonization,,,67
64F,Domain,Parsing expression grammar,expression parsing,112
64E,Prime Segment,Brute force,brute force,143
64D,Presents,Greedy algorithms,greedy,183
64C,Table,Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,greedy|implementation|math,212
64B,Expression,Parsing expression grammar,expression parsing,306
64A,Factorial,Implementation problems programming technics simulation,implementation,409
63E,Sweets Game,Bitmasks|Dfs and similar|Dynamic programming|Games Sprague–Grundy theorem|Implementation problems programming technics simulation,bitmasks|dfs and similar|dp|games|implementation,308
63D,Dividing Island,Constructive algorithms,constructive algorithms,434
63C,Bulls and Cows,Brute force|Implementation problems programming technics simulation,brute force|implementation,701
63B,Settlers' Training,Implementation problems programming technics simulation,implementation,1675
63A,Sinking Ship,Implementation problems programming technics simulation|Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|sortings|strings,4006
62E,World Evil,Dynamic programming|Graph network flows,dp|flows,84
62D,Wormhouse,Dfs and similar|Graphs,dfs and similar|graphs,201
62C,Inquisition,Geometry computational geometry|Implementation problems programming technics simulation|Sortings orderings,geometry|implementation|sortings,161
62B,Tyndex.Brome,Binary search|Implementation problems programming technics simulation,binary search|implementation,782
62A,A Student's Dream,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,1840
61E,Enemy is weak,Heaps binary search trees segment trees hash tables etc|Trees,data structures|trees,1162
61D,Eternal Victory,Dfs and similar|Graphs|Greedy algorithms|Shortest paths on weighted and unweighted graphs|Trees,dfs and similar|graphs|greedy|shortest paths|trees,1316
61C,Capture Valerian,Mathematics including integration differential equations etc,math,412
61B,Hard Work,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,1562
61A,Ultra-Fast Mathematician,Implementation problems programming technics simulation,implementation,10303
60E,Mushroom Gnomes,Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,math|matrices,169
60D,Savior,Brute force|Disjoint set union|Mathematics including integration differential equations etc,brute force|dsu|math,183
60C,Mushroom Strife,Brute force|Dfs and similar,brute force|dfs and similar,345
60B,Serial Time!,Dfs and similar|Disjoint set union,dfs and similar|dsu,1739
